timestamp,time,actual_pv,predicted_pv,load,soc_no_forecast,soc_with_forecast,freq_dev_no_forecast,freq_dev_with_forecast
2026-03-03 00:00:00,0,0.0,0.0044235666282474995,0.3,4.5,2.52375,-0.4615384615384615,0.0
2026-03-03 00:01:00,300,0.0,0.004418006166815758,0.3,4.5,2.5475000000000003,-0.4615384615384615,0.0
2026-03-03 00:02:00,600,0.0,0.004852171055972576,0.3,4.5,2.5712500000000005,-0.4615384615384615,0.0
2026-03-03 00:03:00,900,0.0,0.005553825758397579,0.3,4.5,2.5950000000000006,-0.4615384615384615,0.0
2026-03-03 00:04:00,1200,0.0,0.009273413568735123,0.3,4.5,2.618750000000001,-0.4615384615384615,0.0
2026-03-03 00:05:00,1500,0.0,0.009897955693304539,0.3,4.5,2.642500000000001,-0.4615384615384615,0.0
2026-03-03 00:06:00,1800,0.0,0.009819235652685165,0.3,4.5,2.666250000000001,-0.4615384615384615,0.0
2026-03-03 00:07:00,2100,0.0,0.008564642630517483,0.3,4.5,2.6900000000000013,-0.4615384615384615,0.0
2026-03-03 00:08:00,2400,0.0,0.005063431803137064,0.3,4.5,2.7137500000000014,-0.4615384615384615,0.0
2026-03-03 00:09:00,2700,0.0,0.0009821271523833275,0.3,4.5,2.7375000000000016,-0.4615384615384615,0.0
2026-03-03 00:10:00,3000,0.0,-0.005741718225181103,0.3,4.5,2.7612500000000018,-0.4615384615384615,0.0
2026-03-03 00:11:00,3300,0.0,-0.0029073143377900124,0.3,4.5,2.785000000000002,-0.4615384615384615,0.0
2026-03-03 00:12:00,3600,0.0,0.0013371985405683517,0.3,4.5,2.808750000000002,-0.4615384615384615,0.0
2026-03-03 00:13:00,3900,0.0,0.004399596713483334,0.3,4.5,2.8325000000000022,-0.4615384615384615,0.0
2026-03-03 00:14:00,4200,0.0,0.006758071482181549,0.3,4.5,2.8562500000000024,-0.4615384615384615,0.0
2026-03-03 00:15:00,4500,0.0,0.006279568187892437,0.3,4.5,2.8800000000000026,-0.4615384615384615,0.0
2026-03-03 00:16:00,4800,0.0,0.0002746451646089554,0.3,4.5,2.9037500000000027,-0.4615384615384615,0.0
2026-03-03 00:17:00,5100,0.0,-0.0032736407592892647,0.3,4.5,2.927500000000003,-0.4615384615384615,0.0
2026-03-03 00:18:00,5400,0.0,-0.006579461507499218,0.3,4.5,2.951250000000003,-0.4615384615384615,0.0
2026-03-03 00:19:00,5700,0.0,-0.007226145826280117,0.3,4.5,2.975000000000003,-0.4615384615384615,0.0
2026-03-03 00:20:00,6000,0.0,-0.005002289079129696,0.3,4.5,2.9987500000000034,-0.4615384615384615,0.0
2026-03-03 00:21:00,6300,0.0,-0.0013627763837575912,0.3,4.5,3.0225000000000035,-0.4615384615384615,0.0
2026-03-03 00:22:00,6600,0.0,0.000810953788459301,0.3,4.5,3.0462500000000037,-0.4615384615384615,0.0
2026-03-03 00:23:00,6900,0.0,0.0038761431351304054,0.3,4.5,3.070000000000004,-0.4615384615384615,0.0
2026-03-03 00:24:00,7200,0.0,0.0068383412435650826,0.3,4.5,3.093750000000004,-0.4615384615384615,0.0
2026-03-03 00:25:00,7500,0.0,0.007693121209740639,0.3,4.5,3.117500000000004,-0.4615384615384615,0.0
2026-03-03 00:26:00,7800,0.0,0.006214412860572338,0.3,4.5,3.1412500000000043,-0.4615384615384615,0.0
2026-03-03 00:27:00,8100,0.0,0.00802305992692709,0.3,4.5,3.1650000000000045,-0.4615384615384615,0.0
2026-03-03 00:28:00,8400,0.0,0.00990257691591978,0.3,4.5,3.1887500000000046,-0.4615384615384615,0.0
2026-03-03 00:29:00,8700,0.0,0.012851867824792862,0.3,4.5,3.212500000000005,-0.4615384615384615,0.0
2026-03-03 00:30:00,9000,0.0,0.012813647277653217,0.3,4.5,3.236250000000005,-0.4615384615384615,0.0
2026-03-03 00:31:00,9300,0.0,0.008158832788467407,0.3,4.5,3.260000000000005,-0.4615384615384615,0.0
2026-03-03 00:32:00,9600,0.0,0.005533510819077492,0.3,4.5,3.2837500000000053,-0.4615384615384615,0.0
2026-03-03 00:33:00,9900,0.0,0.005061367526650429,0.3,4.5,3.3075000000000054,-0.4615384615384615,0.0
2026-03-03 00:34:00,10200,0.0,0.0044137779623270035,0.3,4.5,3.3312500000000056,-0.4615384615384615,0.0
2026-03-03 00:35:00,10500,0.0,0.0047994088381528854,0.3,4.5,3.3550000000000058,-0.4615384615384615,0.0
2026-03-03 00:36:00,10800,0.0,0.005438973195850849,0.3,4.5,3.378750000000006,-0.4615384615384615,0.0
2026-03-03 00:37:00,11100,0.0,0.006093698553740978,0.3,4.5,3.402500000000006,-0.4615384615384615,0.0
2026-03-03 00:38:00,11400,0.0,0.008781332522630692,0.3,4.5,3.4262500000000062,-0.4615384615384615,0.0
2026-03-03 00:39:00,11700,0.0,0.007752951234579086,0.3,4.5,3.4500000000000064,-0.4615384615384615,0.0
2026-03-03 00:40:00,12000,0.0,0.007269742898643017,0.3,4.5,3.4737500000000066,-0.4615384615384615,0.0
2026-03-03 00:41:00,12300,0.0,0.007427310571074486,0.3,4.5,3.4975000000000067,-0.4615384615384615,0.0
2026-03-03 00:42:00,12600,0.0,0.012762432917952538,0.3,4.5,3.521250000000007,-0.4615384615384615,0.0
2026-03-03 00:43:00,12900,0.0,0.01767241582274437,0.3,4.5,3.545000000000007,-0.4615384615384615,0.0
2026-03-03 00:44:00,13200,0.0,0.017909018322825432,0.3,4.5,3.568750000000007,-0.4615384615384615,0.0
2026-03-03 00:45:00,13500,0.0,0.021137535572052002,0.3,4.5,3.5925000000000074,-0.4615384615384615,0.0
2026-03-03 00:46:00,13800,0.0,0.018563054502010345,0.3,4.5,3.6162500000000075,-0.4615384615384615,0.0
2026-03-03 00:47:00,14100,0.0,0.017257951200008392,0.3,4.5,3.6400000000000077,-0.4615384615384615,0.0
2026-03-03 00:48:00,14400,0.0,0.016073031350970268,0.3,4.5,3.663750000000008,-0.4615384615384615,0.0
2026-03-03 00:49:00,14700,0.0,0.018246710300445557,0.3,4.5,3.687500000000008,-0.4615384615384615,0.0
2026-03-03 00:50:00,15000,0.0,0.023540200665593147,0.3,4.5,3.711250000000008,-0.4615384615384615,0.0
2026-03-03 00:51:00,15300,0.0,0.027889693155884743,0.3,4.5,3.7350000000000083,-0.4615384615384615,0.0
2026-03-03 00:52:00,15600,0.0,0.030559470877051353,0.3,4.5,3.7587500000000085,-0.4615384615384615,0.0
2026-03-03 00:53:00,15900,0.0,0.034137509763240814,0.3,4.5,3.7825000000000086,-0.4615384615384615,0.0
2026-03-03 00:54:00,16200,0.0,0.0376739464700222,0.3,4.5,3.806250000000009,-0.4615384615384615,0.0
2026-03-03 00:55:00,16500,0.0,0.04196016490459442,0.3,4.5,3.830000000000009,-0.4615384615384615,0.0
2026-03-03 00:56:00,16800,0.0,0.04739907756447792,0.3042778250089294,4.5,3.854088661146549,-0.4681197307829683,0.0
2026-03-03 00:57:00,17100,0.0,0.04573146998882294,0.3,4.5,3.877838661146549,-0.4615384615384615,0.0
2026-03-03 00:58:00,17400,0.0,0.048404209315776825,0.3,4.5,3.9015886611465493,-0.4615384615384615,0.0
2026-03-03 00:59:00,17700,0.0,0.048235710710287094,0.3,4.5,3.9253386611465495,-0.4615384615384615,0.0
2026-03-03 01:00:00,18000,0.0,0.048071932047605515,0.3,4.5,3.9490886611465497,-0.4615384615384615,0.0
2026-03-03 01:01:00,18300,0.0,0.04311066493391991,0.3,4.5,3.97283866114655,-0.4615384615384615,0.0
2026-03-03 01:02:00,18600,0.0,0.04068182781338692,0.3380328364630733,4.5,3.9995995940332096,-0.5200505176354974,0.0
2026-03-03 01:03:00,18900,0.0,0.044487301260232925,0.3,4.5,4.02334959403321,-0.4615384615384615,0.0
2026-03-03 01:04:00,19200,0.0385519799550466,0.04719120264053345,0.3,4.5,4.044047562286768,-0.4022277231460821,0.0
2026-03-03 01:05:00,19500,0.0,0.05321116000413895,0.3,4.5,4.067797562286768,-0.4615384615384615,0.0
2026-03-03 01:06:00,19800,0.0,0.05964115262031555,0.3280241067781884,4.5,4.093766137406708,-0.5046524719664437,0.0
2026-03-03 01:07:00,20100,0.072081593833136,0.06416984647512436,0.3,4.5,4.111809677894918,-0.35064370179517534,0.0
2026-03-03 01:08:00,20400,0.0,0.07113876938819885,0.3,4.5,4.135559677894918,-0.4615384615384615,0.0
2026-03-03 01:09:00,20700,0.0,0.07490412890911102,0.3,4.5,4.1593096778949175,-0.4615384615384615,0.0
2026-03-03 01:10:00,21000,0.0,0.0753602534532547,0.3,4.5,4.183059677894917,-0.4615384615384615,0.0
2026-03-03 01:11:00,21300,0.0,0.07267794013023376,0.3,4.5,4.206809677894917,-0.4615384615384615,0.0
2026-03-03 01:12:00,21600,0.0,0.07467740029096603,0.3,4.5,4.230559677894917,-0.4615384615384615,0.0
2026-03-03 01:13:00,21900,0.2679722435803764,0.07635929435491562,0.3,4.5,4.23309520861147,-0.0492734714148055,0.0
2026-03-03 01:14:00,22200,0.0761965632748349,0.09363710135221481,0.3,4.5,4.250812980685546,-0.34431297957717705,0.0
2026-03-03 01:15:00,22500,0.0921851331904964,0.10883372277021408,0.3,4.5,4.267264990974631,-0.31971517970692864,0.0
2026-03-03 01:16:00,22800,0.1762812405148296,0.12211430072784424,0.3,4.5,4.277059392767208,-0.1903365530541083,0.0
2026-03-03 01:17:00,23100,0.2331455644975819,0.13689932227134705,0.3345775049249639,4.5,4.2850894213843755,-0.15604913911904927,0.0
2026-03-03 01:18:00,23400,0.2508721755557013,0.16232085227966309,0.3,4.5,4.288978707486216,-0.07558126837584415,0.0
2026-03-03 01:19:00,23700,0.2829434842052726,0.1859518140554428,0.3,4.5,4.290329014986631,-0.02624079353034983,0.0
2026-03-03 01:20:00,24000,0.1317110974652069,0.2118365466594696,0.3075697123390207,4.5,4.3042511553308085,-0.27055171519048277,0.0
2026-03-03 01:21:00,24300,0.1841306225978697,0.23347100615501404,0.3,4.5,4.313424147708477,-0.17826058061866198,0.0
2026-03-03 01:22:00,24600,0.3098403061364962,0.2551977038383484,0.3,4.499136815251185,4.312560962959662,0.0,0.0
2026-03-03 01:23:00,24900,0.1991072064639308,0.28276318311691284,0.3258607614125766,4.5,4.3225956193930966,-0.17823102868895738,0.0
2026-03-03 01:24:00,25200,0.2701245563511233,0.3017841577529907,0.3585355130459446,4.5,4.329594820131437,-0.13601685645357123,0.0
2026-03-03 01:25:00,25500,0.3291718952153268,0.32126301527023315,0.3,4.497441061823217,4.327035881954654,0.0,0.0
2026-03-03 01:26:00,25800,0.3863366372241393,0.3320222795009613,0.3232370074766224,4.491906006582207,4.321500826713644,0.0,0.0
2026-03-03 01:27:00,26100,0.1484261382183113,0.35833168029785156,0.3,4.5,4.333500424104694,-0.07589837680823927,0.0
2026-03-03 01:28:00,26400,0.4158896541174753,0.3702622652053833,0.3605726192523634,4.495147628520604,4.328648052625298,0.0,0.0
2026-03-03 01:29:00,26700,0.3390996150876909,0.38468098640441895,0.4443681400797176,4.5,4.336981810853834,-0.0676544793354993,0.0
2026-03-03 01:30:00,27000,0.4511022066530677,0.3996182382106781,0.3438335915824441,4.490590472362226,4.3275722832160595,0.0,0.0
