timestamp,irradiance,temperature,cloud_cover,humidity,wind_speed,pv_power,load
2024-01-01 00:00:00,0.0,20.234089849043364,0.25100855225840085,0.67258801431532,4.070548765553782,0.0,0.3
2024-01-01 00:05:00,0.0,15.46105418508497,0.35708752829709783,0.6162821866088125,2.2440786229511365,0.0,0.3
2024-01-01 00:10:00,0.0,19.294337287756793,0.3476716641682339,0.4119699921859579,2.089822615572826,0.0,0.3
2024-01-01 00:15:00,0.0,17.3868459222119,0.3558459481234628,0.47718156948512247,3.5860027043159612,0.0,0.3
2024-01-01 00:20:00,0.0,17.53483212373461,0.5913279243641714,0.6094341597568163,2.3822780128785963,0.0,0.3
2024-01-01 00:25:00,0.0,13.106932131518642,0.08481016545829065,0.454453495274923,1.816703949618848,0.0,0.3
2024-01-01 00:30:00,0.0,12.662614402598079,0.3441477117787755,0.894627001027475,3.739560257664952,0.0,0.3
2024-01-01 00:35:00,0.0,16.651976035723287,0.49421498035082845,0.7601988148580824,1.8483635505633476,0.0,0.3
2024-01-01 00:40:00,0.0,17.615350102735558,0.3466685491786914,0.531065776626308,3.804763664576516,0.0,0.3
2024-01-01 00:45:00,0.0,14.90332210129871,0.18449514233649678,0.7263495743324426,0.14222165361627503,0.0,0.3
2024-01-01 00:50:00,0.0,15.012245122087847,0.13684284185631745,0.7102917807068356,3.0181944714967988,0.0,0.3
2024-01-01 00:55:00,0.0,18.352208701146175,0.10941327244188366,0.6112822654737825,2.619888247531652,0.0,0.3
2024-01-01 01:00:00,0.0,18.398302350601714,0.202647412607397,0.7500552600817509,1.4870353548590858,0.0,0.3
2024-01-01 01:05:00,0.0,17.044119044136714,0.34560547293420196,0.44731890379625205,0.5448967619037992,0.0,0.3
2024-01-01 01:10:00,0.0,18.930667836386334,0.2590137047446809,0.6259588839073771,2.1252166871438547,0.0,0.3
2024-01-01 01:15:00,0.0,15.076154372598864,0.6957926284862953,0.6120269559387519,3.203837346782462,0.0,0.3
2024-01-01 01:20:00,0.0,16.77058919953879,0.10016800673495689,0.8481513265198808,1.4055836343057868,0.0,0.3
2024-01-01 01:25:00,0.0,20.83969225730496,0.24386667358395692,0.5764496529762856,2.3543373652101236,0.0,0.3
2024-01-01 01:30:00,0.0,17.74560799978934,0.13498358819946135,0.7450709744205033,5.662349632732096,0.0,0.3
2024-01-01 01:35:00,0.0,17.93013319621842,0.07527827728208349,0.6117998055488115,2.998719646249496,0.0,0.3
2024-01-01 01:40:00,0.0,22.361430875642277,0.7269730308306553,0.7907986332595938,3.583806662772372,0.0,0.3
